Date,InvoiceID,DistributorID,SalespersonID,OutletID,ProductID,Quantity,UnitPrice,DiscountPct,DiscountAmount,GrossSales,NetSales,UnitCOGS,TotalCOGS
2025-07-01,INV0019812,DST001,SP001,OUT00001,PC012,24,6500,0.0513,8003,156000,147997,3800,91200
2025-07-01,INV0019812,DST001,SP001,OUT00001,SN002,12,9000,0.06,6480,108000,101520,5400,64800
2025-07-27,INV0019813,DST001,SP003,OUT00003,SN012,24,8500,0.1128,23011,204000,180989,5000,120000
2025-07-27,INV0019813,DST001,SP003,OUT00003,PC014,48,18000,0.1122,96941,864000,767059,10500,504000
2025-07-23,INV0019814,DST001,SP004,OUT00004,BV004,12,8000,0.003,288,96000,95712,4900,58800
2025-07-23,INV0019814,DST001,SP004,OUT00004,PC014,12,18000,0.007,1512,216000,214488,10500,126000
2025-07-23,INV0019814,DST001,SP004,OUT00004,BV013,18,9500,0.0301,5147,171000,165853,5800,104400
2025-07-03,INV0019815,DST001,SP005,OUT00005,PC012,24,6500,0.064,9984,156000,146016,3800,91200
2025-07-01,INV0019816,DST001,SP001,OUT00006,SN006,12,10000,0.0496,5952,120000,114048,6000,72000
2025-07-01,INV0019816,DST001,SP001,OUT00006,SN013,6,8000,0.0381,1829,48000,46171,4700,28200
2025-07-01,INV0019816,DST001,SP001,OUT00006,SN014,24,10000,0.0348,8352,240000,231648,5900,141600
2025-07-04,INV0019817,DST001,SP002,OUT00007,PC008,6,16000,0.0418,4013,96000,91987,9300,55800
2025-07-04,INV0019817,DST001,SP002,OUT00007,BV011,24,9000,0.0442,9547,216000,206453,5500,132000
2025-07-27,INV0019818,DST001,SP003,OUT00008,PC001,36,22000,0.0525,41580,792000,750420,13000,468000
2025-07-27,INV0019818,DST001,SP003,OUT00008,SN003,30,9500,0.0439,12512,285000,272488,5600,168000
2025-07-05,INV0019819,DST001,SP004,OUT00009,PC007,48,17000,0.1132,92371,816000,723629,9900,475200
2025-07-28,INV0019820,DST001,SP005,OUT00010,SN003,12,9500,0.0408,4651,114000,109349,5600,67200
2025-07-28,INV0019820,DST001,SP005,OUT00010,PC014,24,18000,0.0284,12269,432000,419731,10500,252000
2025-07-02,INV0019821,DST001,SP002,OUT00012,BV002,30,7500,0.0426,9585,225000,215415,4700,141000
2025-07-02,INV0019821,DST001,SP002,OUT00012,PC005,24,25000,0.0477,28620,600000,571380,14800,355200
2025-07-04,INV0019822,DST001,SP003,OUT00013,SN013,18,8000,0.0135,1944,144000,142056,4700,84600
2025-07-16,INV0019823,DST001,SP004,OUT00014,PC002,12,22000,0.0421,11114,264000,252886,13200,158400
2025-07-16,INV0019823,DST001,SP004,OUT00014,BV012,24,9000,0.0407,8791,216000,207209,5500,132000
2025-07-16,INV0019824,DST001,SP005,OUT00015,SN009,66,11000,0.095,68970,726000,657030,6500,429000
2025-07-05,INV0019825,DST001,SP002,OUT00017,BV004,24,8000,0.0386,7411,192000,184589,4900,117600
2025-07-24,INV0019826,DST001,SP004,OUT00019,BV003,102,8000,0.1011,82498,816000,733502,4900,499800
2025-07-24,INV0019826,DST001,SP004,OUT00019,BV001,210,7500,0.1355,213413,1575000,1361587,4600,966000
2025-07-10,INV0019827,DST001,SP005,OUT00020,BV003,12,8000,0.0302,2899,96000,93101,4900,58800
2025-07-10,INV0019827,DST001,SP005,OUT00020,BV001,30,7500,0.045,10125,225000,214875,4600,138000
2025-07-12,INV0019828,DST001,SP002,OUT00022,PC013,6,7000,0.0732,3074,42000,38926,4000,24000
2025-07-12,INV0019828,DST001,SP002,OUT00022,PC010,18,22000,0.0753,29819,396000,366181,13000,234000
2025-07-30,INV0019829,DST001,SP003,OUT00023,PC011,24,6500,0.0016,250,156000,155750,3700,88800
2025-07-01,INV0019830,DST001,SP004,OUT00024,SN003,30,9500,0.0672,19152,285000,265848,5600,168000
2025-07-23,INV0019831,DST001,SP005,OUT00025,PC012,24,6500,0.0503,7847,156000,148153,3800,91200
2025-07-23,INV0019831,DST001,SP005,OUT00025,SN008,12,9500,0.0492,5609,114000,108391,5600,67200
2025-07-04,INV0019832,DST001,SP002,OUT00027,PC012,60,6500,0.0703,27417,390000,362583,3800,228000
2025-07-04,INV0019832,DST001,SP002,OUT00027,PC011,48,6500,0.0985,30732,312000,281268,3700,177600
2025-07-17,INV0019833,DST001,SP003,OUT00028,BV010,6,11000,0.0207,1366,66000,64634,6700,40200
2025-07-17,INV0019833,DST001,SP003,OUT00028,BV004,30,8000,0.0319,7656,240000,232344,4900,147000
2025-07-24,INV0019834,DST001,SP004,OUT00029,SN011,12,8500,0.0034,347,102000,101653,5000,60000
2025-07-15,INV0019835,DST001,SP005,OUT00030,SN014,12,10000,0.0297,3564,120000,116436,5900,70800
2025-07-12,INV0019836,DST001,SP002,OUT00032,SN002,66,9000,0.1038,61657,594000,532343,5400,356400
2025-07-22,INV0019837,DST001,SP003,OUT00033,SN007,18,9500,0.0313,5352,171000,165648,5700,102600
