Date,InvoiceID,DistributorID,SalespersonID,OutletID,ProductID,Quantity,UnitPrice,DiscountPct,DiscountAmount,GrossSales,NetSales,UnitCOGS,TotalCOGS
2025-10-12,INV0029481,DST001,SP001,OUT00001,PC006,24,15000,0.073,26280,360000,333720,8700,208800
2025-10-12,INV0029481,DST001,SP001,OUT00001,PC004,18,24000,0.0452,19526,432000,412474,14300,257400
2025-10-12,INV0029481,DST001,SP001,OUT00001,BV001,12,7500,0.0322,2898,90000,87102,4600,55200
2025-10-01,INV0029482,DST001,SP002,OUT00002,SN012,12,8500,0.0448,4570,102000,97430,5000,60000
2025-10-01,INV0029482,DST001,SP002,OUT00002,BV007,24,10000,0.0334,8016,240000,231984,6100,146400
2025-10-02,INV0029483,DST001,SP003,OUT00003,BV008,48,10000,0.0902,43296,480000,436704,6000,288000
2025-10-26,INV0029484,DST001,SP004,OUT00004,SN001,6,9000,0.0398,2149,54000,51851,5300,31800
2025-10-11,INV0029485,DST001,SP005,OUT00005,PC006,12,15000,0.0563,10134,180000,169866,8700,104400
2025-10-01,INV0029486,DST001,SP002,OUT00007,BV015,24,10000,0.0005,120,240000,239880,6100,146400
2025-10-01,INV0029486,DST001,SP002,OUT00007,SN004,6,9500,0.0469,2673,57000,54327,5700,34200
2025-10-30,INV0029487,DST001,SP004,OUT00009,PC011,30,6500,0.0641,12500,195000,182500,3700,111000
2025-10-29,INV0029488,DST001,SP005,OUT00010,BV003,24,8000,0.0086,1651,192000,190349,4900,117600
2025-10-29,INV0029488,DST001,SP005,OUT00010,SN002,24,9000,0.0351,7582,216000,208418,5400,129600
2025-10-07,INV0029489,DST001,SP002,OUT00012,BV005,18,8500,0.0625,9562,153000,143438,5100,91800
2025-10-18,INV0029490,DST001,SP003,OUT00013,SN013,24,8000,0.0481,9235,192000,182765,4700,112800
2025-10-18,INV0029490,DST001,SP003,OUT00013,BV007,18,10000,0.0164,2952,180000,177048,6100,109800
2025-10-12,INV0029491,DST001,SP004,OUT00014,PC011,12,6500,0.0481,3752,78000,74248,3700,44400
2025-10-12,INV0029491,DST001,SP004,OUT00014,BV012,36,9000,0.0474,15358,324000,308642,5500,198000
2025-10-28,INV0029492,DST001,SP005,OUT00015,BV009,42,9000,0.0546,20639,378000,357361,5300,222600
2025-10-21,INV0029493,DST001,SP001,OUT00016,PC012,12,6500,0.0372,2902,78000,75098,3800,45600
2025-10-21,INV0029493,DST001,SP001,OUT00016,BV012,12,9000,0.0265,2862,108000,105138,5500,66000
2025-10-18,INV0029494,DST001,SP002,OUT00017,SN002,24,9000,0.0616,13306,216000,202694,5400,129600
2025-10-06,INV0029495,DST001,SP003,OUT00018,BV006,12,9500,0.0459,5233,114000,108767,5800,69600
2025-10-06,INV0029495,DST001,SP003,OUT00018,BV004,12,8000,0.0325,3120,96000,92880,4900,58800
2025-10-05,INV0029496,DST001,SP004,OUT00019,PC008,162,16000,0.0874,226541,2592000,2365459,9300,1506600
2025-10-05,INV0029496,DST001,SP004,OUT00019,SN014,132,10000,0.112,147840,1320000,1172160,5900,778800
2025-10-18,INV0029497,DST001,SP005,OUT00020,BV002,36,7500,0.0443,11961,270000,258039,4700,169200
2025-10-18,INV0029497,DST001,SP005,OUT00020,PC007,42,17000,0.0525,37485,714000,676515,9900,415800
2025-10-06,INV0029498,DST001,SP001,OUT00021,SN008,36,9500,0.0392,13406,342000,328594,5600,201600
2025-10-06,INV0029498,DST001,SP001,OUT00021,BV004,36,8000,0.0483,13910,288000,274090,4900,176400
2025-10-27,INV0029499,DST001,SP003,OUT00023,SN011,24,8500,0.0245,4998,204000,199002,5000,120000
2025-10-24,INV0029500,DST001,SP004,OUT00024,SN001,36,9000,0.045,14580,324000,309420,5300,190800
2025-10-14,INV0029501,DST001,SP005,OUT00025,SN002,12,9000,0.0686,7409,108000,100591,5400,64800
2025-10-21,INV0029502,DST001,SP001,OUT00026,PC005,6,25000,0.071,10650,150000,139350,14800,88800
2025-10-26,INV0029503,DST001,SP003,OUT00028,SN003,24,9500,0.038,8664,228000,219336,5600,134400
2025-10-26,INV0029503,DST001,SP003,OUT00028,BV007,30,10000,0.0442,13260,300000,286740,6100,183000
2025-10-13,INV0029504,DST001,SP004,OUT00029,BV008,18,10000,0.0358,6444,180000,173556,6000,108000
2025-10-13,INV0029504,DST001,SP004,OUT00029,BV012,6,9000,0.0437,2360,54000,51640,5500,33000
2025-10-25,INV0029505,DST001,SP005,OUT00030,PC008,12,16000,0.0204,3917,192000,188083,9300,111600
2025-10-25,INV0029505,DST001,SP005,OUT00030,BV001,18,7500,0.0056,756,135000,134244,4600,82800
2025-10-31,INV0029506,DST001,SP001,OUT00031,SN007,84,9500,0.0859,68548,798000,729452,5700,478800
2025-10-31,INV0029506,DST001,SP001,OUT00031,SN013,114,8000,0.1353,123394,912000,788606,4700,535800
2025-10-31,INV0029506,DST001,SP001,OUT00031,PC013,48,7000,0.1273,42773,336000,293227,4000,192000
2025-10-13,INV0029507,DST001,SP002,OUT00032,SN012,30,8500,0.1023,26086,255000,228914,5000,150000
2025-10-26,INV0029508,DST001,SP003,OUT00033,SN011,24,8500,0.0284,5794,204000,198206,5000,120000
2025-10-08,INV0029509,DST001,SP004,OUT00034,PC011,96,6500,0.0972,60653,624000,563347,3700,355200
2025-10-08,INV0029509,DST001,SP004,OUT00034,SN009,156,11000,0.0834,143114,1716000,1572886,6500,1014000
2025-10-08,INV0029509,DST001,SP004,OUT00034,BV008,168,10000,0.1477,248136,1680000,1431864,6000,1008000
2025-10-25,INV0029510,DST001,SP001,OUT00036,BV009,24,9000,0.0077,1663,216000,214337,5300,127200
2025-10-08,INV0029511,DST001,SP002,OUT00037,PC010,12,22000,0.0345,9108,264000,254892,13000,156000
2025-10-30,INV0029512,DST001,SP003,OUT00038,BV002,120,7500,0.1189,107010,900000,792990,4700,564000
2025-10-18,INV0029513,DST001,SP004,OUT00039,BV002,18,7500,0.0308,4158,135000,130842,4700,84600
2025-10-06,INV0029514,DST001,SP005,OUT00040,BV009,18,9000,0.0133,2155,162000,159845,5300,95400
2025-10-06,INV0029514,DST001,SP005,OUT00040,SN001,6,9000,0.0265,1431,54000,52569,5300,31800
2025-10-19,INV0029515,DST001,SP001,OUT00041,SN002,30,9000,0.0499,13473,270000,256527,5400,162000
2025-10-19,INV0029515,DST001,SP001,OUT00041,PC006,30,15000,0.0016,720,450000,449280,8700,261000
2025-10-29,INV0029516,DST001,SP002,OUT00042,BV001,6,7500,0.0483,2174,45000,42826,4600,27600
2025-10-02,INV0029517,DST001,SP003,OUT00043,SN007,30,9500,0.0394,11229,285000,273771,5700,171000
2025-10-23,INV0029518,DST001,SP004,OUT00044,PC013,18,7000,0.0494,6224,126000,119776,4000,72000
2025-10-01,INV0029519,DST001,SP001,OUT00046,PC006,6,15000,0.0396,3564,90000,86436,8700,52200
2025-10-09,INV0029520,DST001,SP002,OUT00047,BV001,12,7500,0.0101,909,90000,89091,4600,55200
2025-10-09,INV0029520,DST001,SP002,OUT00047,SN003,12,9500,0.0235,2679,114000,111321,5600,67200
2025-10-16,INV0029521,DST001,SP003,OUT00048,SN010,24,10500,0.017,4284,252000,247716,6300,151200
2025-10-16,INV0029521,DST001,SP003,OUT00048,SN013,30,8000,0.0441,10584,240000,229416,4700,141000
2025-10-01,INV0029522,DST001,SP004,OUT00049,PC005,6,25000,0.039,5850,150000,144150,14800,88800
2025-10-01,INV0029522,DST001,SP004,OUT00049,PC008,12,16000,0.0655,12576,192000,179424,9300,111600
2025-10-07,INV0029523,DST001,SP005,OUT00050,BV001,30,7500,0.0693,15592,225000,209408,4600,138000
2025-10-07,INV0029523,DST001,SP005,OUT00050,BV004,12,8000,0.0399,3830,96000,92170,4900,58800
2025-10-03,INV0029524,DST001,SP001,OUT00051,SN007,24,9500,0.0432,9850,228000,218150,5700,136800
2025-10-03,INV0029524,DST001,SP001,OUT00051,BV014,6,10000,0.0169,1014,60000,58986,6000,36000
2025-10-29,INV0029525,DST001,SP002,OUT00052,BV015,18,10000,0.0651,11718,180000,168282,6100,109800
2025-10-29,INV0029525,DST001,SP002,OUT00052,BV002,30,7500,0.068,15300,225000,209700,4700,141000
2025-10-04,INV0029526,DST001,SP003,OUT00053,BV006,12,9500,0.0273,3112,114000,110888,5800,69600
2025-10-04,INV0029526,DST001,SP003,OUT00053,BV012,6,9000,0.0204,1102,54000,52898,5500,33000
2025-10-04,INV0029526,DST001,SP003,OUT00053,BV011,24,9000,0.0432,9331,216000,206669,5500,132000
2025-10-09,INV0029527,DST001,SP004,OUT00054,BV012,12,9000,0.0375,4050,108000,103950,5500,66000
2025-10-26,INV0029528,DST001,SP001,OUT00056,BV009,36,9000,0.026,8424,324000,315576,5300,190800
2025-10-26,INV0029529,DST001,SP003,OUT00058,SN014,30,10000,0.055,16500,300000,283500,5900,177000
2025-10-16,INV0029530,DST001,SP004,OUT00059,PC010,48,22000,0.0651,68746,1056000,987254,13000,624000
2025-10-16,INV0029530,DST001,SP004,OUT00059,SN013,36,8000,0.0756,21773,288000,266227,4700,169200
2025-10-18,INV0029531,DST001,SP005,OUT00060,BV002,18,7500,0.0401,5414,135000,129586,4700,84600
2025-10-18,INV0029531,DST001,SP005,OUT00060,BV006,24,9500,0.0732,16690,228000,211310,5800,139200
2025-10-18,INV0029531,DST001,SP005,OUT00060,BV009,24,9000,0.032,6912,216000,209088,5300,127200
2025-10-08,INV0029532,DST001,SP001,OUT00061,BV014,18,10000,0.0462,8316,180000,171684,6000,108000
2025-10-01,INV0029533,DST001,SP003,OUT00063,SN006,18,10000,0.048,8640,180000,171360,6000,108000
2025-10-01,INV0029533,DST001,SP003,OUT00063,BV015,18,10000,0.0215,3870,180000,176130,6100,109800
2025-10-16,INV0029534,DST001,SP004,OUT00064,PC007,12,17000,0.0485,9894,204000,194106,9900,118800
2025-10-16,INV0029534,DST001,SP004,OUT00064,BV014,24,10000,0.0051,1224,240000,238776,6000,144000
2025-10-27,INV0029535,DST001,SP005,OUT00065,PC011,12,6500,0.0658,5132,78000,72868,3700,44400
2025-10-29,INV0029536,DST001,SP003,OUT00068,PC004,12,24000,0.0219,6307,288000,281693,14300,171600
2025-10-29,INV0029536,DST001,SP003,OUT00068,BV011,18,9000,0.0091,1474,162000,160526,5500,99000
2025-10-15,INV0029537,DST001,SP005,OUT00070,SN012,24,8500,0.0118,2407,204000,201593,5000,120000
2025-10-15,INV0029537,DST001,SP005,OUT00070,SN003,12,9500,0.0458,5221,114000,108779,5600,67200
2025-10-20,INV0029538,DST001,SP001,OUT00071,SN001,96,9000,0.1218,105235,864000,758765,5300,508800
2025-10-20,INV0029538,DST001,SP001,OUT00071,SN012,90,8500,0.1253,95854,765000,669146,5000,450000
2025-10-20,INV0029539,DST001,SP002,OUT00072,BV009,30,9000,0.0156,4212,270000,265788,5300,159000
2025-10-20,INV0029539,DST001,SP002,OUT00072,SN013,24,8000,0.0317,6086,192000,185914,4700,112800
2025-10-20,INV0029539,DST001,SP002,OUT00072,PC003,24,23000,0.0169,9329,552000,542671,13700,328800
2025-10-27,INV0029540,DST001,SP003,OUT00073,PC015,18,18500,0.043,14319,333000,318681,10800,194400
2025-10-04,INV0029541,DST001,SP005,OUT00075,SN015,210,10500,0.1225,270112,2205000,1934888,6300,1323000
2025-10-04,INV0029541,DST001,SP005,OUT00075,SN009,132,11000,0.1073,155800,1452000,1296200,6500,858000
2025-10-30,INV0029542,DST001,SP001,OUT00076,BV008,24,10000,0.0659,15816,240000,224184,6000,144000
2025-10-30,INV0029542,DST001,SP001,OUT00076,BV002,18,7500,0.0272,3672,135000,131328,4700,84600
2025-10-30,INV0029542,DST001,SP001,OUT00076,SN009,24,11000,0.0304,8026,264000,255974,6500,156000
2025-10-03,INV0029543,DST001,SP002,OUT00077,BV006,24,9500,0.0767,17488,228000,210512,5800,139200
2025-10-20,INV0029544,DST001,SP003,OUT00078,BV007,84,10000,0.0884,74256,840000,765744,6100,512400
2025-10-21,INV0029545,DST001,SP004,OUT00079,BV007,24,10000,0.0156,3744,240000,236256,6100,146400
2025-10-21,INV0029545,DST001,SP004,OUT00079,PC008,24,16000,0.0101,3878,384000,380122,9300,223200
2025-10-12,INV0029546,DST001,SP005,OUT00080,BV005,36,8500,0.0518,15851,306000,290149,5100,183600
2025-10-12,INV0029546,DST001,SP005,OUT00080,BV012,18,9000,0.0409,6626,162000,155374,5500,99000
2025-10-19,INV0029547,DST001,SP001,OUT00081,SN006,12,10000,0.05,6000,120000,114000,6000,72000
2025-10-19,INV0029547,DST001,SP001,OUT00081,PC006,6,15000,0.0199,1791,90000,88209,8700,52200
2025-10-19,INV0029547,DST001,SP001,OUT00081,SN010,12,10500,0.0357,4498,126000,121502,6300,75600
2025-10-09,INV0029548,DST001,SP003,OUT00083,SN003,6,9500,0.0293,1670,57000,55330,5600,33600
2025-10-11,INV0029549,DST001,SP005,OUT00085,SN005,18,9500,0.0322,5506,171000,165494,5600,100800
2025-10-11,INV0029550,DST001,SP003,OUT00093,SN012,36,8500,0.0353,10802,306000,295198,5000,180000
2025-10-09,INV0029551,DST001,SP004,OUT00094,SN009,30,11000,0.0197,6501,330000,323499,6500,195000
2025-10-23,INV0029552,DST001,SP005,OUT00095,SN003,12,9500,0.0221,2519,114000,111481,5600,67200
2025-10-23,INV0029552,DST001,SP005,OUT00095,PC011,18,6500,0.0465,5440,117000,111560,3700,66600
2025-10-23,INV0029552,DST001,SP005,OUT00095,SN001,18,9000,0.0119,1928,162000,160072,5300,95400
2025-10-29,INV0029553,DST001,SP001,OUT00096,BV004,24,8000,0.0133,2554,192000,189446,4900,117600
2025-10-29,INV0029553,DST001,SP001,OUT00096,SN011,6,8500,0.0265,1352,51000,49648,5000,30000
2025-10-04,INV0029554,DST001,SP002,OUT00097,BV001,18,7500,0.0493,6655,135000,128345,4600,82800
2025-10-03,INV0029555,DST001,SP003,OUT00098,SN012,12,8500,0.039,3978,102000,98022,5000,60000
2025-10-14,INV0029556,DST001,SP004,OUT00099,BV008,12,10000,0.0424,5088,120000,114912,6000,72000
2025-10-29,INV0029557,DST001,SP005,OUT00100,BV004,6,8000,0.0183,878,48000,47122,4900,29400
2025-10-29,INV0029557,DST001,SP005,OUT00100,SN014,24,10000,0.0362,8688,240000,231312,5900,141600
2025-10-21,INV0029558,DST001,SP002,OUT00102,BV001,36,7500,0.0287,7749,270000,262251,4600,165600
2025-10-21,INV0029558,DST001,SP002,OUT00102,SN001,18,9000,0.0685,11097,162000,150903,5300,95400
2025-10-04,INV0029559,DST001,SP004,OUT00104,SN005,18,9500,0.0401,6857,171000,164143,5600,100800
2025-10-04,INV0029559,DST001,SP004,OUT00104,BV011,30,9000,0.0385,10395,270000,259605,5500,165000
2025-10-09,INV0029560,DST001,SP005,OUT00105,PC011,18,6500,0.055,6435,117000,110565,3700,66600
2025-10-09,INV0029560,DST001,SP005,OUT00105,PC002,30,22000,0.0635,41910,660000,618090,13200,396000
2025-10-21,INV0029561,DST001,SP001,OUT00106,BV003,30,8000,0.0022,528,240000,239472,4900,147000
2025-10-21,INV0029561,DST001,SP001,OUT00106,SN009,12,11000,0.045,5940,132000,126060,6500,78000
2025-10-20,INV0029562,DST001,SP002,OUT00107,BV015,36,10000,0.0586,21096,360000,338904,6100,219600
2025-10-20,INV0029562,DST001,SP002,OUT00107,PC003,30,23000,0.0542,37398,690000,652602,13700,411000
2025-10-28,INV0029563,DST001,SP003,OUT00108,PC003,12,23000,0.0414,11426,276000,264574,13700,164400
2025-10-31,INV0029564,DST001,SP005,OUT00110,PC003,30,23000,0.0006,414,690000,689586,13700,411000
2025-10-31,INV0029564,DST001,SP005,OUT00110,PC012,24,6500,0.0043,671,156000,155329,3800,91200
2025-10-22,INV0029565,DST001,SP001,OUT00111,SN011,30,8500,0.0554,14127,255000,240873,5000,150000
2025-10-05,INV0029566,DST001,SP002,OUT00112,SN002,18,9000,0.019,3078,162000,158922,5400,97200
2025-10-07,INV0029567,DST001,SP004,OUT00114,SN007,12,9500,0.0367,4184,114000,109816,5700,68400
2025-10-07,INV0029567,DST001,SP004,OUT00114,SN011,30,8500,0.0157,4003,255000,250997,5000,150000
2025-10-15,INV0029568,DST001,SP005,OUT00115,SN009,18,11000,0.0021,416,198000,197584,6500,117000
2025-10-15,INV0029568,DST001,SP005,OUT00115,BV011,12,9000,0.0188,2030,108000,105970,5500,66000
2025-10-13,INV0029569,DST001,SP001,OUT00116,PC006,24,15000,0.0537,19332,360000,340668,8700,208800
2025-10-13,INV0029569,DST001,SP001,OUT00116,SN013,12,8000,0.0355,3408,96000,92592,4700,56400
2025-10-14,INV0029570,DST001,SP002,OUT00117,SN007,48,9500,0.106,48336,456000,407664,5700,273600
2025-10-14,INV0029570,DST001,SP002,OUT00117,PC007,102,17000,0.119,206346,1734000,1527654,9900,1009800
2025-10-10,INV0029571,DST001,SP003,OUT00118,BV015,12,10000,0.0111,1332,120000,118668,6100,73200
2025-10-10,INV0029571,DST001,SP003,OUT00118,PC009,6,19000,0.0127,1448,114000,112552,11200,67200
2025-10-10,INV0029571,DST001,SP003,OUT00118,BV008,18,10000,0.0292,5256,180000,174744,6000,108000
2025-10-29,INV0029572,DST001,SP004,OUT00119,BV001,24,7500,0.0791,14238,180000,165762,4600,110400
2025-10-29,INV0029572,DST001,SP004,OUT00119,PC012,30,6500,0.0429,8366,195000,186634,3800,114000
2025-10-29,INV0029572,DST001,SP004,OUT00119,BV006,24,9500,0.055,12540,228000,215460,5800,139200
2025-10-27,INV0029573,DST001,SP005,OUT00120,SN006,30,10000,0.0544,16320,300000,283680,6000,180000
2025-10-27,INV0029573,DST001,SP005,OUT00120,BV007,36,10000,0.0825,29700,360000,330300,6100,219600
2025-10-07,INV0029574,DST001,SP001,OUT00121,BV008,36,10000,0.0989,35604,360000,324396,6000,216000
2025-10-07,INV0029574,DST001,SP001,OUT00121,SN009,36,11000,0.1171,46372,396000,349628,6500,234000
2025-10-06,INV0029575,DST001,SP002,OUT00122,SN009,18,11000,0.0207,4099,198000,193901,6500,117000
2025-10-11,INV0029576,DST001,SP003,OUT00123,PC001,18,22000,0.0458,18137,396000,377863,13000,234000
2025-10-11,INV0029576,DST001,SP003,OUT00123,PC007,18,17000,0.0376,11506,306000,294494,9900,178200
2025-10-30,INV0029577,DST001,SP004,OUT00124,SN013,24,8000,0.0621,11923,192000,180077,4700,112800
2025-10-29,INV0029578,DST001,SP005,OUT00125,PC011,18,6500,0.0508,5944,117000,111056,3700,66600
2025-10-29,INV0029578,DST001,SP005,OUT00125,PC006,12,15000,0.0482,8676,180000,171324,8700,104400
2025-10-29,INV0029579,DST001,SP001,OUT00126,PC010,24,22000,0.0646,34109,528000,493891,13000,312000
2025-10-15,INV0029580,DST001,SP002,OUT00127,SN004,30,9500,0.0535,15248,285000,269752,5700,171000
